agent0_color_g,agent2_model,agent1_location_x,agent1_model,agent0_heading,agent3_color_b,agent3_color_g,agent1_distance,class
158,BLISTA,-369.806663,BLISTA,316.3796562,226,226,32.52879788,p5c
255,ORACLE,-369.980716,PRANGER,330.249649,173,173,32.33323056,p5c
249,BALLER,-371.5984118,BALLER,318.3330959,81,143,30.51563185,p5c
249,PATRIOT,-370.289622,PRANGER,313.0076017,178,210,31.98614417,p5c
191,NINEF,-371.8915019,PATRIOT,325.0670233,133,140,30.18633582,p5c
159,DOMINATOR,-370.5748957,ORACLE,317.5630938,255,255,31.66561424,p5c
221,BOBCATXL,-371.4527992,GRANGER,315.3332977,110,144,30.67923369,p5c
255,BLISTA,-370.020315,PATRIOT,322.4671318,153,163,32.28873696,p5c
247,NINEF,-370.1096234,ORACLE,317.148284,88,88,32.18838986,p5c
132,ORACLE,-369.5031016,PATRIOT,330.2864346,149,141,32.86988455,p5c
184,BOBCATXL,-369.4889125,ASEA,327.283741,145,157,32.88582766,p5c
136,GRANGER,-371.3212271,GRANGER,327.3086334,239,239,30.82706136,p5c
229,PATRIOT,-369.9516815,BISON,325.3469248,160,160,32.36585391,p5c
255,PATRIOT,-370.1729201,PATRIOT,324.7870983,110,110,32.11726984,p5c
12,BOBCATXL,-370.1703732,GRANGER,321.1772658,33,34,32.12013148,p5c
255,DOMINATOR,-371.8344938,BLISTA,321.745749,150,155,30.25038591,p5c
142,BUFFALO,-371.6631958,NINEF,317.9963694,181,181,30.44284471,p5c
88,GRANGER,-370.2833403,DOMINATOR,328.1597588,82,200,31.99320223,p5c
115,BALLER,-371.4868103,ORACLE,312.5810937,82,82,30.64102076,p5c
255,JACKAL,-370.0092589,BUFFALO,314.4433965,197,201,32.30115962,p5c
255,BOBCATXL,-369.7705052,DOMINATOR,330.6131256,75,75,32.56942517,p5c
57,ASEA,-369.6110805,ASEA,329.3372881,126,150,32.74855725,p5c
94,BALLER,-371.2521198,BALLER,327.5797734,255,255,30.90470695,correct
156,NINEF,-370.1527832,BALLER,324.3488579,174,198,32.13989557,correct
29,PATRIOT,-371.1494332,PRANGER,312.592143,24,24,31.02008113,correct
255,NINEF,-371.3949339,ASEA,325.1986225,137,138,30.74424813,correct
131,DOMINATOR,-371.6734044,NINEF,330.7427032,52,52,30.43137494,correct
116,NINEF,-371.8706342,BALLER,329.4175951,134,196,30.20978116,correct
121,NINEF,-370.0339234,BOBCATXL,329.4946147,144,173,32.27344655,correct
159,BALLER,-370.3741727,GRANGER,327.2521267,159,160,31.89114374,correct
25,PRANGER,-370.3078475,PRANGER,320.3452671,231,231,31.96566613,correct
255,ASEA,-370.7403932,BISON,313.9974137,215,215,31.47966483,correct
60,BLISTA,-370.3187821,PATRIOT,327.7451217,249,249,31.95338007,correct
101,ASEA,-370.9818617,NINEF,321.3710065,140,140,31.20835805,correct
93,BALLER,-369.6250047,BOBCATXL,312.5680592,96,96,32.73291176,correct
129,NINEF,-371.5551942,BOBCATXL,328.603342,64,141,30.56418854,correct
205,JACKAL,-371.9587879,JACKAL,318.2849882,207,211,30.11073836,correct
105,BOBCATXL,-370.8778536,DOMINATOR,330.8144722,13,13,31.32521807,correct
255,PRANGER,-371.9454854,BOBCATXL,327.4365116,181,181,30.12568404,correct
161,ASEA,-371.3455604,NINEF,316.7480269,131,131,30.79972164,correct
158,BLISTA,-371.0187438,BISON,328.0543704,164,164,31.16691855,correct
238,BOBCATXL,-369.7457827,BLISTA,326.6608624,112,112,32.59720374,correct
139,DOMINATOR,-371.6815246,BISON,316.1039383,177,187,30.42225157,correct
18,JACKAL,-370.0816479,BUFFALO,322.5183749,144,144,32.21982322,correct
191,GRANGER,-371.0267845,GRANGER,316.5373895,133,144,31.15788442,correct
115,JACKAL,-370.2421841,ASEA,328.6650613,233,233,32.03944505,correct
73,BISON,-371.4234261,NINEF,313.5905622,160,160,30.71223576,correct
255,BALLER,-370.9457382,JACKAL,325.116788,183,191,31.24894519,correct
109,DOMINATOR,-370.5223531,PRANGER,327.2645238,190,195,31.72465013,correct
100,ASEA,-370.5144801,GRANGER,328.4018508,36,36,31.73349619,correct
220,ASEA,-370.2223694,GRANGER,325.8116851,120,168,32.06170881,correct
221,PATRIOT,-371.918524,BOBCATXL,311.3186293,133,133,30.15597574,correct
47,ASEA,-370.7056556,PATRIOT,320.9180539,59,59,31.51869514,correct
221,PRANGER,-370.8956637,BUFFALO,328.7533636,255,255,31.30520718,correct
173,BLISTA,-371.632855,BALLER,325.2856543,93,80,30.47693361,correct
217,BLISTA,-370.3538547,BLISTA,317.9025349,168,168,31.91397284,correct
190,BALLER,-370.2702552,BALLER,324.156754,255,255,32.0079045,correct
245,JACKAL,-371.4416701,BLISTA,330.502261,241,241,30.69173778,correct
87,ASEA,-370.9881023,JACKAL,331.2207958,70,216,31.20134626,correct
250,DOMINATOR,-371.2092058,NINEF,328.5476023,252,252,30.95292319,correct
255,PATRIOT,-371.7407416,GRANGER,325.3790989,115,115,30.3557193,correct
234,BUFFALO,-370.9904534,GRANGER,317.2410217,229,230,31.19870468,correct
78,PRANGER,-372.0035515,BALLER,325.0625828,89,89,30.06044544,correct
196,BALLER,-371.552376,BALLER,320.294385,65,65,30.56735494,correct
38,BOBCATXL,-372.0165803,ASEA,325.2225556,61,61,30.04580743,correct
199,BLISTA,-371.1830141,NINEF,326.6332283,255,255,30.98235102,correct
138,JACKAL,-369.9672229,BLISTA,311.9226059,170,170,32.34839149,correct
255,DOMINATOR,-370.1195012,ASEA,317.9226443,48,48,32.17729119,correct
167,ORACLE,-370.3220694,PRANGER,315.3611615,52,52,31.94968645,correct
214,BISON,-370.3244476,GRANGER,322.8928773,55,62,31.94701437,correct
65,PRANGER,-370.7819328,BALLER,319.1811942,255,255,31.43299201,correct
69,BLISTA,-370.2843926,GRANGER,326.3401621,230,230,31.99201988,correct
144,PATRIOT,-371.6869808,ORACLE,316.8762584,223,223,30.41612139,correct
227,ORACLE,-371.2538132,NINEF,326.6843886,101,113,30.90280432,correct
78,BALLER,-369.9186937,PATRIOT,312.4739055,255,255,32.40291912,correct
164,BALLER,-370.0854435,DOMINATOR,327.0355972,193,150,32.21555843,correct
177,NINEF,-370.5634812,JACKAL,314.6873358,95,110,31.67843936,correct
255,PATRIOT,-371.2435284,ASEA,319.2340761,107,107,30.91435988,correct
255,DOMINATOR,-370.6377734,ASEA,329.9032215,255,255,31.59496606,correct
241,BISON,-369.4913483,GRANGER,329.1986925,85,58,32.88309081,correct
217,PATRIOT,-369.9150907,BALLER,324.3640086,164,157,32.40696751,correct
8,BLISTA,-372.0028891,NINEF,329.1878405,192,192,30.06118972,correct
102,PRANGER,-371.6576932,BISON,320.7090263,227,227,30.44902702,correct
121,DOMINATOR,-371.7827252,ASEA,329.8789148,243,243,30.30854939,correct
150,ASEA,-371.2853991,PRANGER,318.7124628,117,140,30.86731592,correct
149,BOBCATXL,-370.6934925,BUFFALO,319.627317,13,13,31.53236136,correct
134,ASEA,-370.2704824,ORACLE,331.1970429,104,104,32.00764926,correct
102,ORACLE,-371.1211355,ASEA,320.9924867,3,3,31.0518752,correct
21,BLISTA,-371.3899761,GRANGER,312.6850549,255,255,30.74981841,correct
133,ASEA,-369.982672,BISON,316.8240798,255,255,32.33103281,correct
240,DOMINATOR,-371.8931032,NINEF,326.9882712,115,165,30.18453666,correct
112,BUFFALO,-371.1542585,BOBCATXL,312.7194792,149,149,31.01465958,correct
118,NINEF,-370.2262113,BISON,330.2779956,72,217,32.05739202,correct
151,BALLER,-369.8331705,BALLER,328.4794446,137,137,32.49901372,correct
159,BUFFALO,-371.4676888,NINEF,328.4781259,191,191,30.66250464,correct
221,NINEF,-371.8029218,BALLER,326.0847501,245,245,30.28585791,correct
169,PATRIOT,-370.6938327,BLISTA,315.4993251,179,179,31.53197908,correct
61,BLISTA,-371.0227506,BUFFALO,329.5855004,135,135,31.1624167,correct
233,BALLER,-371.2798731,BUFFALO,321.1987076,255,255,30.87352468,correct
201,BLISTA,-370.8329029,BALLER,313.5803724,114,203,31.37572335,correct
156,BISON,-370.8518562,PATRIOT,327.7388017,128,128,31.35442803,correct
239,NINEF,-371.1825287,PATRIOT,323.2126013,142,142,30.98289642,correct
199,NINEF,-371.0972447,DOMINATOR,314.2698185,54,54,31.07871796,correct
91,BOBCATXL,-371.0654215,PATRIOT,321.8429087,11,11,31.11447332,correct
168,ASEA,-371.6203023,BLISTA,318.3037507,72,74,30.49103705,correct
133,ASEA,-370.9976411,BALLER,315.5089771,241,241,31.19062882,correct
217,JACKAL,-370.5218784,BALLER,311.5957987,204,204,31.7251835,correct
83,BUFFALO,-370.0482863,NINEF,325.2418628,142,142,32.25730829,correct
154,DOMINATOR,-371.4952736,PRANGER,326.9576948,255,255,30.63151185,correct
141,ASEA,-371.1417471,BISON,330.6559576,255,255,31.02871694,correct
241,PATRIOT,-371.5615298,BOBCATXL,313.2941879,153,153,30.55707033,correct
189,ASEA,-369.3838368,BISON,328.8528542,76,76,33.00389327,correct
205,BALLER,-370.6795507,BLISTA,324.8373178,193,193,31.54802604,correct
187,ASEA,-370.5282528,ORACLE,329.6955773,255,255,31.71802137,correct
167,DOMINATOR,-371.2787217,BISON,318.7516893,45,45,30.87481829,correct
31,BALLER,-371.4976831,BUFFALO,312.9576628,177,177,30.62880467,correct
138,BUFFALO,-371.5710609,BALLER,328.8506951,158,158,30.54636169,correct
44,BALLER,-371.9992616,PRANGER,331.1987612,83,83,30.06526526,correct
139,JACKAL,-371.9483256,PATRIOT,315.1310378,255,255,30.12249295,correct
191,BUFFALO,-371.2032274,BUFFALO,319.8521541,125,195,30.95964028,correct
145,NINEF,-370.6245821,PRANGER,324.0044491,157,226,31.6097875,correct
41,ASEA,-370.3074006,BALLER,315.9140073,176,176,31.96616818,correct
109,ASEA,-371.265059,ORACLE,312.5822078,94,96,30.89016913,correct
185,DOMINATOR,-371.6122072,PRANGER,326.8674096,230,231,30.5001322,correct
248,BISON,-371.5013545,PATRIOT,321.3930209,116,116,30.62467976,correct
55,JACKAL,-371.7718128,ORACLE,312.0846227,77,77,30.32080983,correct
53,BALLER,-371.5851039,BOBCATXL,322.0273666,255,255,30.53058383,correct
255,ASEA,-370.7412904,ASEA,330.7200037,101,101,31.47865668,correct
40,BALLER,-371.0607076,PRANGER,322.229588,238,238,31.11976961,correct
225,ASEA,-370.5710241,ORACLE,315.6399504,74,74,31.66996423,correct
120,JACKAL,-371.1278704,PATRIOT,321.288919,255,255,31.04430813,correct
242,BLISTA,-371.6445299,PATRIOT,329.8240543,240,242,30.46381647,correct
255,JACKAL,-371.4621643,PRANGER,328.1878594,239,239,30.66871162,correct
241,BISON,-370.9277682,NINEF,318.9348846,84,84,31.26913564,correct
93,BALLER,-371.9006546,BLISTA,322.0501276,65,65,30.1760525,correct
220,BUFFALO,-370.0513879,PRANGER,320.3497683,133,133,32.25382331,correct
246,PRANGER,-370.5661316,BLISTA,322.3834476,180,190,31.67546139,correct
145,GRANGER,-371.1704077,PATRIOT,311.6854954,109,111,30.99651502,correct
106,BLISTA,-370.9960131,BOBCATXL,324.1756882,84,84,31.19245802,correct
244,ORACLE,-371.9055486,BUFFALO,327.2929455,199,179,30.17055393,correct
249,ASEA,-369.9987359,DOMINATOR,321.3722685,54,54,32.31298328,correct
166,ASEA,-370.1342874,PRANGER,312.2933558,142,72,32.16067744,correct
154,JACKAL,-369.6307029,JACKAL,319.474579,111,184,32.72650911,correct
141,ORACLE,-370.1349676,BOBCATXL,330.8941304,157,157,32.15991319,correct
205,NINEF,-369.7649419,BISON,320.2550917,200,203,32.57567613,correct
255,JACKAL,-371.2649452,GRANGER,312.25294,84,94,30.89029699,correct
21,JACKAL,-371.7362133,BISON,327.391376,117,117,30.360807,correct
212,NINEF,-371.7804512,ORACLE,330.0431426,214,214,30.31110431,correct
255,ASEA,-371.8732322,PATRIOT,329.6442182,215,215,30.20686228,correct
236,JACKAL,-371.622681,DOMINATOR,329.9617285,102,146,30.48836457,correct
131,ORACLE,-371.3664005,BLISTA,327.2613257,89,89,30.77630677,correct
108,PATRIOT,-370.4613276,GRANGER,314.1293284,63,72,31.79321748,correct
63,PATRIOT,-370.9042833,BALLER,322.2486996,57,57,31.29552255,correct
189,DOMINATOR,-370.5651438,ASEA,322.2283031,140,147,31.67657126,correct
117,DOMINATOR,-370.8341703,ASEA,320.1236966,23,23,31.37429941,correct
204,ASEA,-371.8748121,JACKAL,317.1048211,1,1,30.2050872,correct
230,ASEA,-370.0958735,BUFFALO,316.0261884,220,222,32.20383932,correct
217,BISON,-371.5151217,BOBCATXL,313.2875447,214,214,30.60921172,correct
209,BLISTA,-370.8545798,JACKAL,314.9158838,34,34,31.35136781,correct
67,BLISTA,-372.0225048,ORACLE,320.9846774,232,232,30.03915113,correct
193,BALLER,-370.6436936,GRANGER,325.0837974,13,13,31.58831427,correct
186,DOMINATOR,-370.5784193,BISON,319.174181,137,150,31.66165513,correct
107,ORACLE,-370.99593,GRANGER,318.5706124,158,183,31.19255136,correct
161,BUFFALO,-370.7028686,ORACLE,324.69571,64,79,31.52182657,correct
145,BALLER,-370.6549629,DOMINATOR,317.6110359,134,185,31.57565226,correct
225,ASEA,-370.5018139,BLISTA,331.1689362,179,86,31.74772774,correct
52,NINEF,-371.2824785,BALLER,330.1340995,237,237,30.87059738,correct
255,BLISTA,-371.2554842,BISON,321.8590968,133,133,30.90092684,correct
71,BALLER,-371.5144529,BALLER,325.7646286,142,159,30.60996312,correct
19,ORACLE,-369.7006311,BLISTA,328.2472097,79,79,32.64793673,correct
55,BALLER,-369.9750399,BALLER,317.4837784,109,109,32.33960819,correct
213,BALLER,-370.0875827,BLISTA,325.2608168,74,82,32.21315486,correct
126,BOBCATXL,-370.4977898,BLISTA,321.49345,188,194,31.75224914,p5_ic
110,BALLER,-370.0318387,BALLER,323.1014314,255,255,32.27578884,p5_ic
208,ASEA,-370.5382118,PRANGER,317.4120534,85,85,31.70683159,p5_ic
137,ASEA,-371.5911215,BLISTA,320.272488,164,180,30.52382286,p5_ic
50,JACKAL,-371.7514498,PATRIOT,328.3813583,247,247,30.34368827,p5_ic
133,ORACLE,-369.6593336,PRANGER,328.7921822,255,255,32.69433921,p5_ic
33,PRANGER,-371.8184947,BUFFALO,317.7535372,255,255,30.26836131,p5_ic
160,ASEA,-372.0384105,PATRIOT,324.4543119,155,155,30.02128078,p5_ic
130,PRANGER,-369.7440435,DOMINATOR,325.2656458,39,39,32.59915788,p5_ic
56,BISON,-369.8174906,BUFFALO,316.3921273,57,59,32.51663184,p5_ic
149,NINEF,-370.0954474,DOMINATOR,323.8634051,128,128,32.20431804,p5_ic
211,BALLER,-370.3064399,PATRIOT,320.5840578,26,26,31.96724772,p5_ic
46,BALLER,-370.6859562,BUFFALO,324.861792,106,106,31.54082897,p5_ic
11,NINEF,-371.4051081,PRANGER,327.0443932,199,199,30.73281686,p5_ic
13,BUFFALO,-370.9747676,DOMINATOR,322.6282416,61,61,31.21632874,p5_ic
38,ORACLE,-369.3512112,BLISTA,317.7638094,34,34,33.04055227,p5_ic
105,BALLER,-371.4091864,NINEF,325.9832529,180,63,30.72823475,p5_ic
53,NINEF,-371.9157142,PRANGER,315.4761788,239,239,30.1591327,p5_ic
189,DOMINATOR,-370.1690401,ASEA,320.3472726,255,255,32.12162933,p5_ic
149,BUFFALO,-370.2595463,DOMINATOR,323.2980961,105,109,32.01993705,p5_ic
86,BUFFALO,-371.8548616,ORACLE,329.0911264,57,63,30.22750212,p5_ic
37,NINEF,-371.4775784,BUFFALO,320.5923651,88,88,30.65139326,incorrect
230,BOBCATXL,-370.2067444,ASEA,331.2572819,34,34,32.07926495,incorrect
98,JACKAL,-371.1875719,JACKAL,330.5512203,255,255,30.97723012,incorrect
186,PATRIOT,-370.5497462,NINEF,323.9689634,177,186,31.69387175,incorrect
215,DOMINATOR,-371.5617432,BALLER,325.3378939,255,255,30.55683049,incorrect
246,JACKAL,-371.2907245,BALLER,317.6199612,205,214,30.86133258,incorrect
187,DOMINATOR,-370.5638334,JACKAL,323.8923007,205,230,31.67804364,incorrect
73,ASEA,-371.1925142,BLISTA,328.2774232,114,114,30.97167712,incorrect
144,BOBCATXL,-371.1728245,PRANGER,330.2974201,229,229,30.99379964,incorrect
149,DOMINATOR,-370.8410864,NINEF,317.9151807,166,195,31.36652862,incorrect
66,ASEA,-370.4678099,GRANGER,315.2302622,255,255,31.78593408,incorrect
157,PATRIOT,-371.0412437,BUFFALO,324.9240355,102,151,31.14163851,incorrect
125,BLISTA,-369.9481393,NINEF,316.4241406,67,67,32.36983391,incorrect
97,ASEA,-369.468093,BISON,330.2668451,165,180,32.90922089,incorrect
184,JACKAL,-371.6636747,ASEA,325.4704532,187,212,30.44230657,incorrect
123,ASEA,-371.736055,ASEA,321.2603075,181,181,30.36098487,incorrect
175,DOMINATOR,-371.0290954,GRANGER,318.4364346,178,178,31.15528792,incorrect
54,PATRIOT,-370.8988529,ASEA,330.5394997,255,255,31.30162396,incorrect
255,GRANGER,-369.4241998,JACKAL,318.4457305,131,189,32.95854046,incorrect
157,BOBCATXL,-369.8103412,BISON,327.2301876,234,236,32.52466495,incorrect
143,DOMINATOR,-370.871435,BLISTA,331.1155046,255,255,31.33242981,incorrect
158,DOMINATOR,-369.5332052,DOMINATOR,313.3537461,255,255,32.83605941,incorrect
180,PATRIOT,-370.5605847,GRANGER,326.0444057,86,86,31.68169381,incorrect
126,PATRIOT,-370.0867892,JACKAL,321.3046974,141,141,32.21404638,incorrect
119,ORACLE,-371.3666191,PRANGER,317.5345737,156,156,30.77606109,incorrect
146,BALLER,-371.4283017,JACKAL,314.8480244,215,215,30.70675783,incorrect
143,ASEA,-370.7011939,DOMINATOR,318.2998952,227,227,31.52370818,incorrect
75,NINEF,-371.2811238,BISON,329.1444319,117,117,30.87211946,incorrect
66,PATRIOT,-371.7250166,PRANGER,319.4410289,255,255,30.37338691,incorrect
172,DOMINATOR,-371.5158977,BLISTA,325.5597301,196,198,30.6083398,incorrect
36,NINEF,-371.9474941,NINEF,330.9090358,148,219,30.12342715,incorrect
62,NINEF,-371.2768966,GRANGER,322.6962288,255,255,30.87686894,incorrect
46,BISON,-370.2746237,ORACLE,329.8949833,165,165,32.00299614,incorrect
164,BALLER,-369.9652432,BLISTA,319.6967617,140,140,32.35061583,incorrect
157,DOMINATOR,-370.8933728,PATRIOT,329.3977663,222,222,31.30778123,incorrect
255,ASEA,-371.591092,BOBCATXL,314.2758864,255,255,30.52385598,incorrect
100,BALLER,-370.3237443,DOMINATOR,329.7868304,187,187,31.94780456,incorrect
196,BUFFALO,-371.487709,DOMINATOR,325.7680815,25,25,30.64001107,incorrect
255,PRANGER,-371.4997937,BOBCATXL,326.5638008,250,250,30.6264333,incorrect
138,BISON,-371.2459969,PRANGER,323.5545657,62,62,30.91158641,incorrect
77,NINEF,-371.0348671,BISON,329.1935383,45,45,31.14880305,incorrect
59,NINEF,-371.8660779,NINEF,329.9276131,25,163,30.21490035,incorrect
160,JACKAL,-370.3145038,NINEF,316.8061395,0,0,31.95818716,incorrect
235,PATRIOT,-371.7873875,ASEA,321.0763357,255,255,30.30331122,incorrect
76,BLISTA,-369.4804406,DOMINATOR,319.5335199,255,255,32.89534689,incorrect
142,BLISTA,-371.8377132,BLISTA,326.6156813,127,188,30.24676881,incorrect
255,PATRIOT,-370.105254,DOMINATOR,317.1280563,80,96,32.19329935,incorrect
124,PATRIOT,-370.7101652,DOMINATOR,331.3065686,184,201,31.51362826,incorrect
159,BUFFALO,-370.1742245,PATRIOT,315.9638668,178,178,32.11580419,incorrect
20,BALLER,-371.3733731,PATRIOT,319.6767775,178,180,30.76847268,incorrect
50,BALLER,-370.2861436,NINEF,322.4261742,58,58,31.9900525,incorrect
47,DOMINATOR,-370.9322934,ASEA,323.2817814,94,94,31.2640513,incorrect
170,BUFFALO,-371.0620635,GRANGER,330.9237912,45,45,31.11824625,incorrect
126,PATRIOT,-371.8965925,ORACLE,321.8290454,117,117,30.18061631,incorrect
141,DOMINATOR,-371.6861652,GRANGER,326.7639318,191,119,30.41703777,incorrect
25,ASEA,-369.2900943,JACKAL,322.2205712,235,235,33.10922499,incorrect
100,BOBCATXL,-371.1674971,NINEF,327.0087259,206,215,30.99978531,incorrect
4,DOMINATOR,-369.9305223,BLISTA,328.7142744,127,130,32.38962845,incorrect
244,BALLER,-370.7651796,GRANGER,330.4125914,208,208,31.45181541,incorrect
94,NINEF,-370.9987132,ORACLE,320.2732994,229,229,31.18942429,incorrect
134,BUFFALO,-371.1117665,BOBCATXL,328.3521595,244,244,31.06240191,incorrect
63,BALLER,-371.9842861,PATRIOT,317.0728672,110,144,30.08209053,incorrect
38,ASEA,-371.3995727,GRANGER,329.0894376,99,99,30.73903623,incorrect
176,BLISTA,-371.3368267,ORACLE,318.8557106,87,149,30.80953438,incorrect
174,NINEF,-369.853387,BISON,331.1648577,229,229,32.47629832,incorrect
45,BISON,-371.5508344,NINEF,315.0144515,131,131,30.56908704,incorrect
90,PRANGER,-370.0604151,BISON,329.3762674,0,0,32.24368038,incorrect
247,BUFFALO,-370.0198207,BLISTA,328.6010385,255,255,32.28929235,incorrect
59,BALLER,-371.0971989,NINEF,326.3504966,150,150,31.07876944,incorrect
62,ORACLE,-371.3196117,ASEA,328.1688968,231,231,30.82887627,incorrect
73,BUFFALO,-371.7156306,BALLER,329.9674061,33,33,30.38393235,incorrect
83,BOBCATXL,-371.1695198,BALLER,325.4400746,230,230,30.9975127,incorrect
242,BLISTA,-370.7962586,DOMINATOR,316.2461095,100,176,31.41689591,incorrect
230,BUFFALO,-370.1148008,BLISTA,314.1472639,9,9,32.18257254,incorrect
1,GRANGER,-370.5377908,JACKAL,318.5884047,222,222,31.70730462,incorrect
43,BUFFALO,-370.1608475,BALLER,322.284146,110,121,32.13083452,incorrect
154,DOMINATOR,-372.0265109,BOBCATXL,314.5577866,49,74,30.03465013,incorrect
100,BALLER,-370.8099489,NINEF,330.1384557,141,157,31.40151389,incorrect
